URI,Latitude (WGS-84),Longitude (WGS-84),Early BCE/CE,Late BCE/CE,Item Category,Pottery Form,Group,Description
http://opencontext.org/subjects/C3C1367A-E9B6-45B4-ECBC-6E7A69D6E720,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,"Bowl. Diam. 16 cm. Thickness: 2 mm. Fine light red 2.5YR 6/8 ware. Exterior color is light reddish brown 5YR 6/3 and gray 5YR 6/1 (burnt), with white 10YR 8/1 paint on exterior rim. Representative of seven similar rims. Location: UT, Residential Quarter, Trench 94, Locus 53. Sequence No. 94072."
http://opencontext.org/subjects/8E6EE432-650F-415E-157B-5BC331C63244,30.3287,35.4421,-200,360,Pottery,Casserole Bowl,Casserole Bowls,"113. Casserole Bowl with Horizontal Handle. Diam. 21 cm. Thickness: 4 mm. Light red 2.5YR 7/8 ware. Thick white 10YR 8/2 slip on exterior and over rim top. Slight burning on handle. Location: UT, Residential Quarter, Trench 94, Locus 60, Room 10. Sequence No. 94009."
http://opencontext.org/subjects/528AD837-35BA-4BBD-A203-A4F56B7E7D31,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,"Bowl. Diam. 16 cm. Thickness: 2 mm. Pale orange 7.5YR7/6 fabric with dark gray core. White 2.5Y 8/1 slip on rim exterior. Location: UT, Residential Quarter, Trench 94. Cf., North Ridge Tomb 2 (Bikai 2001, Fig. 9, 2), second half of CE first century."
http://opencontext.org/subjects/A8DA31B3-AE9B-40D1-BF5C-153BB844D248,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,"Bowl. Diam. 16 cm. Light red 2.5YR 7/6 ware. White 10YR 8/2 band on exterior rim and a thin wash of white slip on the exterior. This is one example of seven similar rims. Location: UT, Residential Quarter, Trench 94, Locus 53. Sequence No. 94072."
http://opencontext.org/subjects/D7287429-2CEB-4F6A-7145-041AF158E7C7,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,"Bowl. Diam. 20 cm. Thickness: 2 mm. Fine orange ware. White slip on rim exterior. Phase 3b Nabataean decoration. Burnished line on exterior. Location: UT, Great Cistern, Special Project 85, Locus 23. Sequence No. SP85172."
http://opencontext.org/subjects/76A40046-F351-4DD2-F292-BF9CCD7698C5,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,"Bowl. Diam. 22 cm. Thickness: 2 mm. Orange fabric. White slip on rim exterior and Phase 3a Nabataean decoration on interior. Location: UT, Great Cistern, Special Project 85, Locus 23. Sequence No. SP85172. Bottom of Great Cistern."
http://opencontext.org/subjects/D264BF47-1E65-43AC-C219-C03B06625B22,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,"Bowl. Diam. 18 cm. Thickness: 1 mm. Orange fabric. White slip on rim exterior and Phase 3a Nabataean decoration on interior. Location: UT, Great Cistern, Special Project 85, Locus 24. Sequence No. SP85172. Bottom of Great Cistern."
http://opencontext.org/subjects/9931FD9F-9FEF-4EDA-DAA9-90C0C4E65891,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,"Bowl. Rim Diam. 15 cm. Base Diam. 2.5 cm. Thickness: 2 mm. Coarse light red 2.5YR 7/6 ware with black core. Self-same slip unevenly applied on interior. Pinkish white 7.5YR 8/2 slip on exterior rim. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/F4054DBA-4ADB-4368-CA0A-3008E71619CF,30.3287,35.4421,-200,360,Pottery,Casserole Bowl,Casserole Bowls,"111. Casserole Bowl with Horizontal Handle. Diam. 21 cm. Thickness: 3.5 mm. Medium coarse 2.5YR 7/8 light red ware with thin, pale purple core near interior surface. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/3867C60B-4218-404D-4801-4A7481285A0F,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,"Bowl. Rim Diam. 17.5 cm. Base Diam. 4.5 cm. Thickness: 2.3 mm. Coarse light red 10R 6/8 ware with black core. Gritty texture. White 5YR 8/2 slip on rim exterior. Rouletting on base is very uneven. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/8F606200-B4D3-49B3-0D73-B9FE78735144,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,"Bowl. Diam. 13 cm. Light red 2.5YR 7/8 ware with red 10R 5/6 slip on the exterior rim. Location: UT, Residential Quarter, Trench 94, Locus 67. Sequence No. 94138. Cf., Schmid 606, dated to the mid first century BCE."
http://opencontext.org/subjects/BB4DD3F7-955A-4008-DAF7-404365C2A409,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,"Bowl. Diam. 22 cm. Thickness: 2 mm. Light red 2.5YR 7/8 ware with thick black core. Phase 3b Nabataean motifs in brown 2.5YR 5/3. Traces of white slip on rim exterior. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/057D2F8E-4C59-43AA-F2F6-B59717826C4C,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,"Bowl. Diam. 24 cm. Thickness: 2 mm. White slip on rim exterior. Phase 3b Nabataean decoration. Location: UT, Great Cistern, Special Project 85, Locus 23. Sequence No. SP85172."
http://opencontext.org/subjects/B8B8C736-F053-445D-EB0A-7BB77B5212FE,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,"Bowl. Diam. 20 cm. Thickness: 2 mm. Fine light red 2.5YR 7/8 ware. Pink 5YR 8/3 band on rim. Location: UT, Great Cistern, Special Project 85, Locus 23. Sequence No. SP85172."
http://opencontext.org/subjects/1F1F94FA-66FE-4608-16EB-4DE86812274A,30.3287,35.4421,-200,360,Pottery,Cooking Pot,Cooking Pots,"8. Cooking Pot. Diam. 13 cm. Thickness: 3.5-6 mm. Light red 2.5YR 7/8 ware with large lime and black grit inclusions. Very pale brown 10YR 8/3 slip on exterior and over rim top. Some burning on exterior. Location: UT, Residential Quarter, Trench 94, Locus 43. Cf., Oboda (Negev 1986, 1007), dated to Middle Nabataean, 30 BCE-CE 50; Ez Zantur (Stucky et al., 1994, Fig. 15, Q), second half of first century BCE; North Ridge Tomb 2 (Bikai 2001, Fig. 9, 14), second half of CE first century; Khirbet edh-Dharih (Villeneuve 1990, Pl. VI. 5-6), early CE second century."
http://opencontext.org/subjects/33EA76B9-1C46-4577-81FA-9D5809B84DF2,30.3287,35.4421,-200,360,Pottery,Small Cooking Pot,Cooking Pots,"9. Small Cooking Pot. Cat. No. 04-P-06. Diam. 10.97 cm. Coarse light red 10R6/8 ware, out-turned rim, high collar, sloping shoulder, and rounded base. Ribbed body. Evidence for two rim-to-shoulder handles, now missing. Base deformed before firing. Pot has been repaired. Location: UT, Residential Quarter Steps, Special Project 94, Locus 8. Cf., Hammond 1973, 39, 2; Hendrix 1996, 210-11, 292."
http://opencontext.org/subjects/49FC3DED-39B9-4FA4-BC84-9FC32BD42616,30.3287,35.4421,-200,360,Pottery,Lid,Lids,"7. Lid. Cat. No. 02-P-41. Rim Diam. 16.7 cm. Thickness: 3 mm. Light red 2.5YR 6/8 fabric with light red 2.5YR 6/6 core. Air hole punched in body was left unfinished. Very pale brown 10YR 8/2 slip applied freely on exterior. Location: UT, Residential Quarter, Trench 94, Locus 41. Room 10/11. Sequence No. 89864. Cf., Ez Zantur (Stucky et al., 1994, Fig. 17 F), dated to the CE fourth century."
http://opencontext.org/subjects/A72D6464-2575-4135-05C0-D3388530E152,30.3287,35.4421,-200,360,Pottery,Cooking Pot,Cooking Pots,"7. Cooking Pot. Diam. 9 cm. Thickness: 2 mm. Fine light red 2.5YR 6/8 ware. Pendant rim with short convex neck. Loop handle with flat shape. Vessel surfaces have rough texture. Clay for handle was dry when attached. Pink 5YR 8/3 slipped exterior. Location: UT, Residential Quarter, Trench 89/94. Cf., Oboda (Negev 1986, 1004 and 1007), but diameter larger; Ez Zantur (Stucky et al., 1994, Fig. 15, Q), but larger diameter; North Ridge Tomb 2 (Bikai 2001, Fig. 9, 10), but without ridges."
http://opencontext.org/subjects/59450CD0-2E26-4466-2034-E17AFAF32F35,30.3287,35.4421,-200,360,Pottery,Jug,Jugs,"16. Jug. Diam. 5 cm. Thickness: 4.5 mm. Light red 2.5YR 7/8 ware. Light red 10R 6/8 slipped exterior. Location: UT, Residential Quarter, Trench 94, Locus 75. Sequence No. 94197. Cf., North Ridge Tomb 1 (Bikai 2001, Fig. 5, 19); lagynos form in Eastern Terra Sigillata ware and dated 50 BCE - 0 CE (Gunneweg et al. 1983, Fig. 24, 5); Oboda (Negev 1986, #849); Petra Church (Gerber 2001a, Fig. 1. 16), dated to second half of CE first century to early second; Petra Street (Parr 1970, Fig. 6, 79), Phase XII."
http://opencontext.org/subjects/CABCA364-BF11-4FD1-DCC0-AFC365281B28,30.3287,35.4421,-200,360,Pottery,Alabrastron,Small forms,"15. Alabastron. Rim Diam. 4 cm. Base Diam. 2.8 cm. Thickness: 1-3 mm. Height: 9.1 cm. Medium coarse, reddish yellow 5YR 6/6 ware with thick gray 5YR 5/1 core. Flat rim. Concave base with excised groove to create ring. Red 2.5YR 5/6 slip on exterior to mid-body and over rim to interior of neck. Two palmette wreaths with line of tadpoles between and vertical commas on neck in dark reddish gray 2.5YR 4/. Rim and base sherds do not join. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/B6EDFD38-4E96-4E8B-BE93-7E621BBCE076,30.3287,35.4421,-200,360,Pottery,Jug,Jugs,"26. Jug. Diam. 4.8 cm. Thickness: 3 mm. Fine light red 2.5YR 6/8 ware. Exterior color: light red 10R 6/8. Three broad bands of vertical rouletting. In some areas the 2 mm long rouletted lines converge so well to create single lines. Lower band appears to have been created with 6 mm wide wheel design. Location: UT, Residential Quarter, Trench 94. Cf., Petra Church (Gerber 2001a, Fig. 1, 17); Khairy (1982, Fig. 75) lists early comparanda; Hendrix 1996, 357, late Roman but slimmer lower body."
http://opencontext.org/subjects/A4CACE86-02D2-4242-E05E-884ABA48E29A,30.3287,35.4421,-200,360,Pottery,Unguentarium,Small forms,"3. Unguentarium. Cat. No. 01-P-68. Neck Diam. 2 cm. Thickness: 3 mm. Height: 4.6 cm. Yellowish red 5YR5/8 ware with pale yellow 2.5Y8/3 slip. String-cut base. Location: UT, Great Cistern, Special Project 85, Locus 1. Sequence No. SP84036. Cf., North Ridge Tomb 1 (Bikai 2001, Fig. 6, 7), dated to the first half of the CE first century."
http://opencontext.org/subjects/2A77AF08-5A6D-4125-0880-B1BD12A4CFF6,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 8,"Bowl. Rim Diam. 8 cm. Base Diam. 4.5 cm. Height: 3.7 cm. Thickness: 1.5 mm. Light red 2.5YR 7/8 ware. Plain vertical rim, thickened on the exterior. Ring base has same form as #72 above: angularly flattened on foot edge. Perhaps self-same slip on exterior in light red 2.5YR 6/8 slip. Appears that ring gave way when potter attempted to roulette base. After accident, broken wall clay removed but no attempt to reconstruct foot. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/39820DD3-035F-4163-E39F-42C72B99B4FE,30.3287,35.4421,-200,360,Pottery,Strainer Jug Mouth,Strainer Jugs,"2. Strainer Jug Mouth. Diam. 6 cm. Thickness: 2 mm. Light red 10R 6/8 ware with reddish gray 10T 5/1 core. Self-same red 10R 5/6 slip on exterior. Ribbed exterior. Two rough lines of clay on interior: one is a regular circle; the other is somewhat irregular. It appears to be a break with signs of smoothing above. Location: UT, Residential Quarter, Trench 94. Cf., Oboda (Negev 1986, 994), bag-shaped juglet; Tall Faysal (Hendrix 1996, 352), late Roman."
http://opencontext.org/subjects/17565A94-D968-47C2-6302-9C5C613A1B97,30.3287,35.4421,-200,360,Pottery,Candlestick,Gruppe 7,
http://opencontext.org/subjects/AD47F27E-F4F2-41CF-4F79-59E83A23ABB4,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,
http://opencontext.org/subjects/0BDC857A-BD06-4473-6ACE-29471E370204,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 10,"Bowl. Diam. 18.5 cm. Thickness: 3 mm. Medium coarse light red 2.5YR 7/8 ware with reddish gray 2.5YR 6 core. Exterior fabric color: light red 2.5YR 6/8. White slip on upper body and handle but not rim top. Loop handle attached with slip that is not well smoothed on lower body. Long straw burnout (9 x 1 mm). Location: UT, Residential Quarter, Trench 94. Cf., Oboda (Negev 1986, 729) bowl from PotterÃÂs Workshop ÃÂform known in Terra SigillataÃÂ."
http://opencontext.org/subjects/068A9C5B-48EB-45BD-C18F-0B6C0ADCAB64,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 9,"Bowl. Diam. 16 cm. Light red 2.5YR 6/6 ware. Remnants of very pale brown 10YR 8/2 slip on upper body. Under white slip is dark red self-same slip in 2.5YR 5/6. Four rows of rouletted bevels on upper body. Location: UT, Residential Quarter, Trench 94. Cf., Great Temple (Bestock 1999, Fig. 12) but larger diameter; Ez Zantur (Schmid 1995, Fig. 3, 17) dated to Phase 3, and 663; North Ridge Tomb 2 (Bikai 2001, Fig. 8, 1), second half of CE first century."
http://opencontext.org/subjects/2620CB85-FB07-49F7-D4F5-40CF6C73AEF4,30.3287,35.4421,-200,360,Pottery,Jug,Jugs,"30. Jug. Diam. 2 cm. Thickness: 2.5 mm. Fine light red 2.5YR 6/8 ware. Exterior and rim top covered in light red 10R 6/6 slip. Very rough surfaces with numerous fingerprints around the handle suggesting clay was too wet at time of manufacture. Interior is very rough at neck junction. Handle is not attached perpendicular to rim. Location: UT, Residential Quarter, Trench 94. Cf., North Ridge Tomb 2 (Bikai 2001, Fig. 9, 17), dating to second half of CE first century."
http://opencontext.org/subjects/DDE6EC5F-C78F-4C17-EB68-1AEDC803E8A9,30.3287,35.4421,-200,360,Pottery,Unguentarium,Small forms,"5. Unguentarium. Cat. No. 01-P-65. Dark gray 10YR4/1 ware with red 10R4/8 core. Diam. 2.0 cm. Thickness: 3 mm. Height: 8.7 cm. Location: UT, Great Cistern, Special Project 85, Locus 19. Sequence No. SP85125. Cf., North Ridge Tomb 2 (Bikai 2001, Fig. 9, 7), dated to the second half of the CE first century."
http://opencontext.org/subjects/8F9760E9-4B62-4F37-2069-5D2D822684B7,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,
http://opencontext.org/subjects/76567F84-CFB6-4D29-5BD7-1B02B28A7303,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 7,
http://opencontext.org/subjects/306FFE37-AB55-4898-6FED-9CDA92973488,30.3287,35.4421,-200,360,Pottery,Bowl,Gruppe 8,"Bowl with strongly defined carination. Rim Diam. 12 cm. Thickness: 2 mm. Fine light red 2.5YR 6/8 ware. Exterior fabric color: light red 2.5YR 7/6. Interior fabric color: light red 2.5YR 7/8. Pink 7.6YR 8/3 slip from rim top to line beneath carination. Location: UT, Residential Quarter, Trench 94. Cf., North Ridge Tomb 2 (Bikai 2001, Fig. 9, 3) but larger diameter; Oboda (Negev 1986, 601); Jerash (Hendrix 1996, 336), Late Roman."
http://opencontext.org/subjects/E32E0514-02EA-4C55-0AF1-9DDA269E995F,30.3287,35.4421,-200,360,Pottery,Funnel neck,Varia,"2. Funnel neck. Diam. 1.8 cm. Thickness: 3 mm. Light red 2.5YR 6/6 ware. Plain vertical rim. White slip covers exterior in pinkish white 7.5YR 8/2 slip. Many small and medium sized lime inclusions on surface. Diagonal lines on exterior. Neck is warped. This is the longest spout in the assemblage. Location: UT, Residential Quarter, Trench 94. Cf., North Ridge Tomb 2 (personal communication with Bikai) which also has areas of white slip."
http://opencontext.org/subjects/97DB54AC-D229-4B79-6042-C845AB096435,30.3287,35.4421,-200,360,Pottery,Casserole Bowl,Casserole Bowls,"119. Casserole Bowl. Diam. 27 cm. Interior fabric color: light red 2.5YR 7/8. Exterior fabric color: light red 2.5YR 6/8. Red 2.5YR 5/8 slip on exterior upper body from rim to just below carination. Location: UT, Residential Quarter, Trench 94. Cf., Ez Zantur (Stucky et al., 1994, Fig. 16. K), CE early second century. For precedent cf., Oboda (Negev 1986, 605) with smaller diameter dating to Middle Nabataean."
http://opencontext.org/subjects/4940B8DB-9D34-42D9-4178-88A20B0BB34A,30.3287,35.4421,-200,360,Pottery,Small Jar,Small Jars,"16. Small Jar. Diam. 5.8 cm. Thickness: 1.5-2 mm. Fine light red 2.5YR 6/8 ware with gray core. Everted and thickened rim. Tall neck. Light red 2.5YR 6/6 slipped exterior and interior neck. Impressed dots in chevron pattern on neck. Braided handle. Location: UT, Residential Quarter, Trench 94. Cf., Decoration of chalice in North Ridge Tomb 2 (Bikai 2001, Fig. 7, 6), dated to CE second half of first century."
http://opencontext.org/subjects/814744B0-9DFE-4841-B271-3D34E9E1057C,30.3287,35.4421,-200,360,Pottery,Unguentarium,Small forms,"1. Unguentarium. Cat. No. 02-P-17. Diam. 2.3 cm. Light red 2.5YR 7/6 ware. Exterior very pale brown 10YR 8/2. Location: UT, Residential Quarter, Trench 94, Locus 71, Room 3 Floor Bedding. Sequence No. 89085. Cf., North Ridge Tomb 1 (Bikai 2001, Fig. 6, 6). (Not represented.)"
http://opencontext.org/subjects/996D6DFA-C317-4A87-4119-EE7B5A12E0B7,30.3287,35.4421,-200,360,Pottery,Storage Jar,,"Storage Jar. Diam. 14 cm. Thickness: 7 mm. Light red 2.5YR 6/6 ware. Pinkish white 7.5YR 8/2 slip on exterior while red 10R 5/6 slip on interior. No evidence of handle attachment to rim.  Location: UT, Residential Quarter, Trench 94, Locus 43. Sequence No. 94070. Cf., Petra Church (Gerber 2001a, Fig. 1, 2), first century BCE. Mampsis (Erickson-Gini 1999, Fig. 9, 1, 12), early Roman."
http://opencontext.org/subjects/0D3DBA10-77E1-4B0E-5E37-D2AFC2FCEA97,30.3287,35.4421,-200,360,Pottery,Base of Eastern Sigillata A Plate,Cooking Bowls,"130. Base of Eastern Sigillata A Plate. Cat. No. 02-P-62. Diam. 8 cm. Black gloss with stamped palmettes on tondo and three rows of rouletting around edge. Location: UT, Residential Quarter, Trench 94, Locus 69, Room 7. Sequence No. 94194."
http://opencontext.org/subjects/062AF0AF-9102-4692-9C4E-25EE82F562E2,30.3287,35.4421,-200,360,Pottery,Cooking Pot,Cooking Pots,"2. Cooking Pot. Diam. 13 cm. Thickness: 4 mm. Fine light red 2.5YR 7/8 ware with no visible inclusions. Everted rim with slightly bulging neck. Red 2.5YR 5/6 slip on exterior with a band of pinkish white 5YR 8/2 slip on rim and neck. Location: UT, Residential Quarter, Trench 94, Locus 75. Sequence No. 94197. Cf., North Ridge Tomb 1 (Bikai 2001, Fig. 6, 9), first half of CE first century."
http://opencontext.org/subjects/7C273D85-90F6-43D2-7D42-F3ECA1D8E09C,30.3287,35.4421,-200,360,Pottery,Casserole Bowl,Casserole Bowls,"108. Casserole Bowl. Diam. 23 cm. Thickness: 3 mm. Coarse light red 2.5YR 7/8 ware. Pinkish white 2.5YR 8/2 slip over rim top and upper body to about 1 cm beyond carination. Two grooves in wave pattern incised on exterior upper body. Lower groove is less deep than upper. Surfaces, particularly the interior, are rough. Burnt exterior. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/0147BA3B-75CE-46A1-23D3-88AEA13B76AA,30.3287,35.4421,-200,360,Pottery,Jug Base,Jugs,"56. Jug Base. Diam. 3.2 cm. Thickness: 2.5 mm. Fine light red 2.5YR 6/8 ware. Interior fabric color: light red 2.5YR 6/6. Exterior rough with straw marks and small black spots. Thick white slip on interior, exterior and over base bottom. Very pale brown 10YR 8/2 above carination and 10YR 8/4 slip in other places. String-cut knob base with excised ring. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/7FDE8170-F1F5-4B6A-DCE4-4B300B163836,30.3287,35.4421,-200,360,Pottery,Small Globular Jar,Small Jars,"12. Small Globular Jar. Diam. 6.6 cm.  Height: 7.6 cm. Thickness: 1-4 mm. Light red 2.5YR 7/8 ware. Vertical rim with exterior flange. Light red 2.5YR 6/8 slip on exterior and interior neck extending below carination. Seven rows of rouletted, angled bevels on body. Rounded base decorated with rouletting. Vestiges of loop handle. Location: UT, Residential Quarter, Trench 94."
http://opencontext.org/subjects/2796A1AB-1F35-42DB-CDA5-101FF2862537,30.3287,35.4421,-200,360,Pottery,Juglet,Jugs,"6. Juglet. Rim Diam. 6 cm. Base Diam. 4.6 cm. Thickness: 2 mm. Light red 2.5YR 7/8 ware with thick black core. Red slipped exterior. Rouletting on underside of base. Location: UT, ""Great Cistern,"" Special Project 85, Locus 23. Sequence No. SP85172. Cf., North Ridge Tomb 1 (Bikai 2001, Fig. 5, 14), first half of CE first century; Ez Zantur (Schmid 2001), Phase 2 dating c. 50 BCE-CE 20."
http://opencontext.org/subjects/1DE44550-9F5B-4D2C-AD22-16C51D56EEC4,30.3287,35.4421,-200,360,Pottery,Jug,Jugs,"38. Jug. Cat. No. 02-P-45. Rim Diam. 6.6 cm. Height: 20.5 cm. Thickness: 3 mm. Light gray 10YR 7/2 ware. Exterior may have been white slipped; color is light gray 10YR 7/2. Blackened handle. Location: UT, Residential Quarter, Trench 94, Locus 41. Room 10. Sequence No. 89827."
http://opencontext.org/subjects/4F457E14-1FEB-4314-91C2-F57B021F7E31,30.3287,35.4421,-200,360,Pottery,Small Jar,Small Jars,"17. Small Jar. Cat. No. 04-P-4. Rim Diam. 5.6 cm. Base Diam. 3 cm. Red 2.5YR 5/8 ware. String cut base. Location: UT, West Ramp, Special Project 96, Locus 2. Cf., North Ridge Tomb 2 (Bikai 2001, Figs. 9, 9-10), dated to the CE second half of the first century."
http://opencontext.org/subjects/C5DABF66-FCFA-453E-3616-94640F379514,30.3287,35.4421,-200,360,Pottery,Jug with Trefoil Spout,Jugs,"35. Jug with Trefoil Spout. Diameter: 2.6 cm. Thickness: 3-4 mm. Very fine light red 2.5YR 7/8 ware with thin reddish gray 2.5YR 6/ core close to interior. Pointed base. Rouletting on lower body composed of widely spaced double vertical lines 9 mm long and 4 mm apart. Vestiges of loop handle. Some burning on the lower body and base. Location: UT, Residential Quarter, Trench 94."
